Ministry,Subcategory,LineItem,amount_thousand_isk,Year,normalized_category,amount_million_isk
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,Atvinnuleysistryggingasjóður 13.601 15.280 -1.679 14.230 -629,629.0,2014,nan,0.629
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,Bætur samkvæmt lögum um félagslega aðstoð 13.112 13.238 126 13.158 -46,46.0,2014,nan,0.046
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,Greiðslur vegna búvöruframleiðslu 12.295 12.322 27 12.322 27,27.0,2014,nan,0.027
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,Fæðingarorlof 8.803 8.948 -145 8.868 -65,65.0,2014,nan,0.065
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,Ýmsar rekstrar- og neyslutilfærslur 51.882 50.561 1.321 51.629 252,252.0,2014,nan,0.252
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,Viðhald 10.211 9.190 1.021 9.193 1.018,1018.0,2014,nan,1.018
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,Stofnkostnaður 14.459 14.883 -424 13.363 1.096,1096.0,2014,nan,1.096
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,Ýmsar fjármagnstilfærslur 4.089 7.838 -3.749 6.752 -2.662,2662.0,2014,nan,2.662
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,Gjöld samtals 642.490 612.136 30.354 642.287 202,202.0,2014,nan,0.202
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,"Yfirlitið sýnir samþykktar fjárheimildir á árinu 2014 en þar til b) Tiltölulega fáir útgjaldaliðir hjá ríkissjóði eða 13 talsins, sem",13.0,2014,nan,0.013
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,"viðbótar koma fluttar fjárheimildir frá árinu 2013, en þær námu falla undir sértæk eða lögbundin útgjöld, tóku til sín 326,7",326.7,2014,nan,0.3267
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,"samtals 12,9 milljörðum króna eins og fram hefur komið. Rétt er að milljarða króna eða rúmlega helming af heildargjöldum",12.9,2014,nan,0.0129
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,"a) Rekstrarkostnaður ríkisins var innan við þriðjung af þjónustu, yfirleitt með samningum, námu 42,2 milljörðum",42.2,2014,nan,0.0422
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,"heildarútgjöldum á árinu 2014, þar af námu launagjöld króna eða 6,6% af útgjöldum ríkissjóðs.",6.6,2014,nan,0.0066
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,"ríkissjóðs 144,2 milljörðum króna eða 22,4%;",22.4,2014,nan,0.0224
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,=== PAGE 14 ===,14.0,2014,nan,0.014
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,12,12.0,2014,nan,0.012
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,ríkissjóðs eftir málaflokkum á árinu 2014 er sýnd í Mynd 2.,2.0,2014,nan,0.002
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,"Mynd 2. Gjöld ríkissjóðs 2014, %",2.0,2014,nan,0.002
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjárlög Fjáraukalög,"Efnahags- og atvinnumál (15,7%) | |",15.7,2014,nan,0.0157
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,"—.—— , /","Almenn opinber starfsemi (20,5%) | Ð |",20.5,2014,nan,0.0205
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,"—.—— , /","Heilbrigðismál (21,8%) El",21.8,2014,nan,0.0218
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,"—.—— , /","——— Í venntamál (8,3%)",8.3,2014,nan,0.0083
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,"—.—— , /","Menningar- og félagsmál (2,9%)",2.9,2014,nan,0.0029
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,"—.—— , /","Lög- og réttargæsla (3,4%)",3.4,2014,nan,0.0034
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,"—.—— , /","Önnur útgjöld (5,7%)",5.7,2014,nan,0.0057
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Almannatryggingar og,"velferðarmál (21,7%)",21.7,2014,nan,0.0217
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Almannatryggingar og,"menntamála vega þungt hjá ríkissjóði og námu þau alls 332,9",332.9,2014,nan,0.3329
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Almannatryggingar og,"milljörðum króna eða 51,8% af gjöldum ríkissjóðs á árinu 2014.",51.8,2014,nan,0.0518
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Almannatryggingar og,"Árið 2013 námu gjöld þessara málaflokka 318,3 milljörðum króna",318.3,2014,nan,0.3183
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Almannatryggingar og,"eða 53,7%. Hækkun á milli ára nemur 4,6% eða um 2,5% að",2.5,2014,nan,0.0025
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,raungildi.,"139,4 milljörðum króna eða 21,7% af gjöldum ríkissjóðs. Árið",21.7,2014,nan,0.0217
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,raungildi.,"2013 voru gjöld til þessa málaflokks 136,3 milljarðar króna eða",136.3,2014,nan,0.1363
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,raungildi.,"23,0%. Hækkun á milli ára nam 3,1 milljarði króna eða um 0,3%",0.3,2014,nan,0.0003
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,raungildi.,"vegna örorku og fötlunar 37,6 milljarðar króna, öldrunarmála 47,5",47.5,2014,nan,0.0475
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,raungildi.,"milljarðar króna, atvinnuleysis 14,3 milljarðar króna, barna- og",14.3,2014,nan,0.0143
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,raungildi.,"vaxtabóta 18,2 milljarðar króna og fæðingarorlofs 9,0 milljarðar",9.0,2014,nan,0.009
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"Heilbrigðismál. Framlög til þessa málaflokks námu 139,9",139.9,2014,nan,0.1399
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"milljörðum króna eða 21,8% af gjöldum ríkissjóðs. Árið 2013",21.8,2014,nan,0.0218
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"voru gjöldin 129,7 milljarðar króna eða 21,9%. Hækkun á milli",21.9,2014,nan,0.0219
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"ára nam 10,2 milljörðum króna en að raungildi hækkuðu gjöldin",10.2,2014,nan,0.010199999999999999
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"um 5,8%. Af gjöldum sem falla undir þennan málaflokk má nefna",5.8,2014,nan,0.0058
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"sjúkrahúsaþjónustu 59,1 milljarð króna, heilsugæslu 29,3 milljarða",29.3,2014,nan,0.0293
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"króna, hjúkrunar- og endurhæfingarstofnanir 28,8 milljarða króna og",28.8,2014,nan,0.0288
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"lyf og lækningavörur 18,5 milljarða króna.",18.5,2014,nan,0.0185
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"Menntamál. Framlög til þessa málaflokks námu 53,6 milljörðum",53.6,2014,nan,0.0536
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"króna eða 8,3% af gjöldum ríkissjóðs. Árið 2013 voru gjöld til",8.3,2014,nan,0.0083
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"þessa málaflokks 52,3 milljarðar króna eða 8,8%. Hækkun á milli",8.8,2014,nan,0.0088
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"ára nam 1,3 milljörðum króna eða um 0,5% að raungildi. Hér er",0.5,2014,nan,0.0005
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"einkum um að ræða útgjöld til háskólastigsins 27,5 milljarða króna",27.5,2014,nan,0.0275
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"og framhaldsskólastigsins 21,6 milljarða króna.",21.6,2014,nan,0.0216
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"Efnahags- og atvinnumál. Gjöld til þessa málaflokks námu 100,8",100.8,2014,nan,0.1008
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"milljörðum króna eða 15,7% af gjöldum ríkissjóðs. Árið 2013 voru",15.7,2014,nan,0.0157
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"gjöld til þessa málaflokks 61,3 milljarðar króna eða 10,4%. Gjöldin",10.4,2014,nan,0.0104
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"hækkuðu því um 39,4 milljarða króna á milli ára eða um 61,1%",61.1,2014,nan,0.0611
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"á verðtryggðum húsnæðisskuldum heimila 35,8 milljarðar króna.",35.8,2014,nan,0.0358
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"Undir þennan málaflokk falla einnig framlög til samgöngumála 26,6",26.6,2014,nan,0.026600000000000002
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"milljarðar króna og greiðslur vegna landbúnaðar 14,7 milljarðar",14.7,2014,nan,0.0147
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"Aðrir gjaldaliðir námu samtals 208,8 milljörðum króna eða 32,5%",32.5,2014,nan,0.0325
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"212,6 milljörðum króna eða 35,9%. Lækkun á milli ára nam",35.9,2014,nan,0.0359
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"3,7 milljörðum króna eða um 3,7% að raungildi. Af veigamiklum",3.7,2014,nan,0.0037
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"78,6 milljarðar króna, afskriftir skattkrafna 14,7 milljarðar króna,",14.7,2014,nan,0.0147
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"framlög til laga- og réttargæslu 22,0 milljarðar króna og framlög til",22.0,2014,nan,0.022
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"menningar- og félagsmála 18,3 milljarðar króna.",18.3,2014,nan,0.0183
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"námu 38,9% af heildargjöldum ríkissjóðs. Þar af námu launagjöld",38.9,2014,nan,0.0389
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"22,4%, lífeyrisskuldbindingar 1,2%, fjármagnstekjuskattur 1,1%,",1.1,2014,nan,0.0011
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"önnur gjöld 20,4% og sértekjur til lækkunar gjöldum 6,3%. Önnur",6.3,2014,nan,0.0063
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"12,2%, rekstrar- og neyslutilfærslur 38,8%, viðhaldsgjöld 1,6%,",1.6,2014,nan,0.0016
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"stofnkostnaður 2,3% og fjármagnstilfærslur 6,2%.",6.2,2014,nan,0.0062
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"Rekstrargjöld án fjármagnskostnaðar námu 250,1 milljarði króna",250.1,2014,nan,0.2501
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"á árinu 2014 samanborið við 237,2 milljarða króna árið á undan.",237.2,2014,nan,0.2372
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"Hækkun á milli ára nemur 12,9 milljörðum króna eða 3,4% að",3.4,2014,nan,0.0034
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,=== PAGE 15 ===,15.0,2014,nan,0.015
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"um 8,2 milljarða króna á árinu 2014 eða úr 136,0 milljörðum króna",136.0,2014,nan,0.136
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"árið 2013 í 144,2 milljarða króna, hækkun um 6,1%. Vísitala launa",6.1,2014,nan,0.0060999999999999995
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"ríkisstarfsmanna hækkaði að meðaltali um 6,2% á milli áranna",6.2,2014,nan,0.0062
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"2013 og 2014 samanborið við 2,0% hækkun á vísitölu neysluverðs.",2.0,2014,nan,0.002
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,ríkissjóðs voru 16.257 samanborið við 16.466 árið 2013. Fækkun,16466.0,2014,nan,16.466
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"ársverka nam 209 eða um 1,3%.",1.3,2014,nan,0.0013
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"Fjármagnskostnaður ríkisins hækkaði á árinu 2014 úr 74,4",74.4,2014,nan,0.07440000000000001
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,króna.,"milljörðum króna árið 2013 í 78,6 milljarða króna eða um 4,1",4.1,2014,nan,0.0040999999999999995
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"Rekstrar- og neyslutilfærslur lækkuðu úr 250,9 milljörðum króna",250.9,2014,nan,0.2509
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"árið 2013 í 249,4 milljarða króna á árinu 2014 eða um 1,5",1.5,2014,nan,0.0015
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"lækkunin 2,6%. Að stærstum hluta skýrist lækkunin af afskriftum",2.6,2014,nan,0.0026
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"skattkrafna sem lækka um 7,1 milljarð króna á milli ára og",7.1,2014,nan,0.0070999999999999995
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"framlag til Atvinnuleysistryggingasjóðs um 3,5 milljarða króna. Á",3.5,2014,nan,0.0035
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"móti hækkuðu framlög vegna lífeyristrygginga um 7,5 milljarða",7.5,2014,nan,0.0075
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"króna, sjúkratrygginga um 2,4 milljarðar króna og Jöfnunarsjóðs",2.4,2014,nan,0.0024
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"sveitarfélaga um 1,3 milljarða króna.",1.3,2014,nan,0.0013
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"Gjöld vegna viðhalds og stofnkostnaðar námu alls 24,7 milljörðum",24.7,2014,nan,0.0247
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"króna á árinu 2014 samanborið við 21,2 milljarða króna árið á",21.2,2014,nan,0.0212
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"undan. Hækkun framlaga nam 3,4 milljörðum króna eða um 14,0%",14.0,2014,nan,0.014
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,samræmi við fjárheimildir.,"14,3 milljarða króna samanborið við 11,5 milljarða króna árið",11.5,2014,nan,0.0115
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2013.,"Fjármagnstilfærslur hækka á milli ára eða úr 8,4 milljörðum",8.4,2014,nan,0.008400000000000001
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2013.,"króna á árinu 2013 í 39,8 milljarða króna árið 2014. Skýrist sú",39.8,2014,nan,0.039799999999999995
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2013.,"húsnæðislánum eða sem nemur 35,7 milljörðum króna.",35.7,2014,nan,0.0357
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Lánamál A-hluta ríkissjóðs,sveiflast nokkuð á milli ára. Þetta kemur fram á mynd 3 en þar eru,3.0,2014,nan,0.003
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,landsframleiðslu á tímabilinu 1995-2014.,Mynd 3. Lykilstærðir í fjármálum ríkissjóðs 1995-2014,3.0,2014,nan,0.003
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,"Hlutfall af vergri landsframleiðslu, %",15 —s- Gölials,15.0,2014,nan,0.015
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,E —- hist gl,"hrein lánsfjárþörf ríkissjóðs 30,4 milljörðum króna eða 1,6% af",1.6,2014,nan,0.0016
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,E —- hist gl,"var lánsfjárafgangur sem nam 78,7 milljörðum króna. eða um 4,0%",4.0,2014,nan,0.004
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,E —- hist gl,"fjármagnsmörkuðum námu 11,2 milljörðum króna og handbært fé",11.2,2014,nan,0.0112
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,E —- hist gl,"jókst um 89,9 milljarða króna á árnu 2014.",89.9,2014,nan,0.08990000000000001
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2004,2005 — 2006 2007 2008 2009 2010 201 202 20 204,204.0,2014,nan,0.204
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2004,"myndu nema 17,8 milljörðum króna, heildarlántökur voru áætlaðar",17.8,2014,nan,0.0178
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2004,"184,4 milljarðar króna og afborganir 166,6 milljarðar króna. Á",166.6,2014,nan,0.1666
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2004,"sama tíma var miðað við að veitt lán yrðu 4,8 milljarðar króna",4.8,2014,nan,0.0048
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2004,"umfram afborganir, lánveitingar 12,6 milljarðar króna og innheimtar",12.6,2014,nan,0.0126
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2004,"afborganir 7,8 milljarðar króna. Í eftirfarandi yfirliti er borin saman",7.8,2014,nan,0.0078
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2004,13,13.0,2014,nan,0.013
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2004,=== PAGE 16 ===,16.0,2014,nan,0.016
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,2004,Yfirlit 5. Veitt lán og tekin lán 2013 og 2014,5.0,2014,nan,0.005
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"Veitt lán, nettó samtals 5.208 4.800 408 6.600 4.091",4091.0,2014,nan,4.091
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"Veitt stutt lán, nettó 14 - iI - -423",423.0,2014,nan,0.423
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,Veitt löng lán samtals 12.953 12.600 353 14.300 13.246,13246.0,2014,nan,13.246
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,Innheimtar afborganir -1.159 -7.800 41 -7.700 -8.733,8733.0,2014,nan,8.733
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,Tekin lán samtals 182.493 184.400 1.907 118.000 83.468,83468.0,2014,nan,83.468
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"Innlend lán stutt, nettó 4.379 . . . -27.424",27424.0,2014,nan,27.424
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,Innlend lán löng 61.675 . . . 110.515,110515.0,2014,nan,110.515
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,Erlendar lántökur 116.438 . . . 377,377.0,2014,nan,0.377
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,Afborganir af teknum löngum lánum -171.322 166.600 4.722 -89.000 -100.269,100269.0,2014,nan,100.269
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"Innlend lán, löng -61.035 . . . -95.505",95505.0,2014,nan,95.505
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"Erlend lán, löng -110.288 . . . -4.763",4763.0,2014,nan,4.763
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"Tekin lán, nettó samtals 11.170 17.800 6.630 29.000 -16.801",16801.0,2014,nan,16.801
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"Innlend lán stutt, nettó 4.379 . . . -27.424",27424.0,2014,nan,27.424
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,Innlend lán löng 640 . . . 15.009,15009.0,2014,nan,15.009
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,Erlendar lán 6.150 . . . -4.386,4386.0,2014,nan,4.386
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"Samkvæmt yfirlitinu voru hreinar lánveitingar ríkissjóðs ívið meiri en Íslands að fjárhæð 26,0 milljarðar króna nýtt til afborgunar af skuld",26.0,2014,nan,0.026
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"ráð var fyrir gert eða um 0,4 milljarða kr. Hreinar lántökur reyndust ríkissjóðs við bankann. Erlendar lántökur námu 116,4 milljörðum",116.4,2014,nan,0.1164
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"6,6 milljörðum króna lægri en áætlað var við samþykkt fjáraukalaga. króna og afborganir 110,3 milljörðum króna. Í júlímánuði var",110.3,2014,nan,0.1103
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"Heildarlántökur ríkissjóðs voru 241,6 milljarðar króna og afborganir gengið frá útgáfu skuldabréfa sem boðin voru út á Evrópumarkaði",241.6,2014,nan,0.24159999999999998
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"230,4 mllljaððar króna á árinu 2014. Tekin stutt lán námu að fjárhæð 750 milljónir evra sem svarar til 116 milljarða króna.",116.0,2014,nan,0.116
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"63,5 milljörðum króna, þar af ríkisvíxlar 62,6 milljarðar króna, Umsjón með útboðinu höfðu Citbank, Barclays, Deutsche Bank og",62.6,2014,nan,0.0626
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"og afborganir námu 59,1 milljarði króna. Hrein lántaka með",59.1,2014,nan,0.0591
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"skammtímalánum nam því 4,4 milljörðum króna. Tekin löng lán",4.4,2014,nan,0.0044
31. Gjöld innanríkisráðuneytis 67 eða meira Í eigu ríkissjóðs 184,Reikningur Fjáraukalög Fjárlög Reikningur,"námu 178,1 milljarði króna og afborganir 171,3 milljörðum króna.",171.3,2014,nan,0.1713
