Ministry,Subcategory,LineItem,amount_thousand_isk,Year,normalized_category,amount_million_isk
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"Löggæsla, réttargæsla og öryggismál 20.618 18.543 2075 112 22.278",22278.0,2009,nan,22.278
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"Menningar-, Íþrótta- og trúmál 18.821 17.335 1.486 8,6 19.667",19667.0,2009,nan,19.667
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,Menntamál 45.679 42.427 3.252 77 47.150,47150.0,2009,nan,47.15
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"Umhverfisvernd 4.836 4.613 223 4,8 6.020",6020.0,2009,nan,6.02
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,Varnarmál 1.706 1.983 -277 140 1.915,1915.0,2009,nan,1.915
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"Óregluleg útgjöld 36.143 246.972 -210.829 — -85,4 21.803",21803.0,2009,nan,21.803
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"Gjöld samtals 578.780 687.862 — -109.082 —-15,9 590.285",590285.0,2009,nan,590.285
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,Almannatryggingar og velferðarmál. Gjöldin námu 134.666 milli.,134666.0,2009,nan,134.666
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"kr. á árinu 2009, hækkuðu um 33.440 millj. kr. frá árinu á undan.",33440.0,2009,nan,33.44
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"Hækkunin nemur 33,0% eða um 18,8% að raungildi. Hlutdeild",18.8,2009,nan,0.0188
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"þessa málaflokks nam 23,3% af gjöldum ríkissjóðs á árinu 2009",23.3,2009,nan,0.0233
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"samanborið við 14,7% árið á undan. Veigamesta breytingin á milli",14.7,2009,nan,0.0147
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,3.377 milli. kr. í 25.402 milli. kr. Helstu gjaldaþættir málaflokksins,25402.0,2009,nan,25.402
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"eru vegna öldrunarmála 22,3%, örorku og fötlunar 27,1%, Atvinnu-",27.1,2009,nan,0.027100000000000003
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"leysistryggingasjóður 18,9%, vaxta- og barnabóta 15,2% og",15.2,2009,nan,0.0152
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"fæðingarorlofs 8,0%.",8.0,2009,nan,0.008
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,Almenn opinber þjónusta. Gjöldin námu 128.588 milli. kr. á árinu,128588.0,2009,nan,128.588
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"2009, hækkuðu um 53.017 millj. kr. á milli ára. Samanborið",53017.0,2009,nan,53.017
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"við árið á undan hækkuðu gjöldin um 70,2% eða um 51,9% að",51.9,2009,nan,0.0519
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"raungildi. Vægi þessa málaflokks nam 22,2% af heildargjöldum",22.2,2009,nan,0.0222
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,"ríkissjóðs samanborið við 11,0% árið áður. Málaflokkurinn nær",11.0,2009,nan,0.011
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,fjármagnskostnaður ríkisins hér undir en hækkun hans úr 35.496,35496.0,2009,nan,35.496
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,Málaflokkasundurliðun gjalda,millj. kr. í 84.342 millj. kr. skýrir aukna hlutdeild þessa málaflokks í,84342.0,2009,nan,84.342
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,Efnahags og atvinnumál. Gjöldin námu 69.430 millj. kr. á árinu,69430.0,2009,nan,69.43
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"2009, hækkuðu um 985 millj. kr. frá árinu á undan. Hækkunin",985.0,2009,nan,0.985
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"nemur 1,4% á milli ára eða lækkun um 9,4% að raungildi. Vægi",9.4,2009,nan,0.0094
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"þessa málaflokks nam 12,0% af heildargjöldum ríkissjóðs en var",12.0,2009,nan,0.012
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"10,0% árið á undan. Hér er meðal annars um að ræða framlög til",10.0,2009,nan,0.01
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"vegasamgangna 37,7% af gjöldum málaflokksins og greiðslur vegna",37.7,2009,nan,0.037700000000000004
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"landbúnaðar 21,0%.",21.0,2009,nan,0.021
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"Heilbrigðismál. Gjöldin námu 116.828 millj. kr. á árinu 2009,",116828.0,2009,nan,116.828
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"hækkuðu um 7.631 millj. kr. á milli ára. Hækkunin nam 7,0% eða",7.0,2009,nan,0.007
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"lækkun um 4,5% að raungildi. Hlutdeild heilbrigðismála nam 20,2%",20.2,2009,nan,0.0202
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"af gjöldum ríkissjóðs á árinu 2009 samanborið við 15,9% árið á",15.9,2009,nan,0.0159
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"62,3%, almenn heilsugæsla 9,3% og lyfjakostnaður sjúkratrygginga",9.3,2009,nan,0.009300000000000001
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"13,3%.",13.3,2009,nan,0.013300000000000001
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,málaflokk námu 1.466 millj. kr. á árinu 2009. Hlutdeild þessa,1466.0,2009,nan,1.466
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"málaflokks nam 0,3% af gjöldum ríkissjóðs á árinu samanborið við",0.3,2009,nan,0.0003
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"0,2% árið á undan. Framlögin eru einkum til Íbúðalánasjóðs vegna",0.2,2009,nan,0.0002
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"leiguíbúða en þau námu 75,0% af gjöldum málaflokksins.",75.0,2009,nan,0.075
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,„1,1.0,2009,nan,0.001
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,=== PAGE 49 ===,49.0,2009,nan,0.049
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,48,48.0,2009,nan,0.048
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"Löggæsla, réttargæsla og öryggismál. Gjöldin námu 20.618 millj",20618.0,2009,nan,20.618
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"kr. á árinu 2009, hækkuðu um 2.075 milli. kr. frá árinu á undan.",2075.0,2009,nan,2.075
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"Hækkunin er 11,2% eða lækkun um 0,7% að raungildi. Vægi þessa",0.7,2009,nan,0.0007
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"málaflokks nam 3,6% af heildargjöldum ríkissjóðs samanborið við",3.6,2009,nan,0.0036
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,gjöldum ríkissjóðs á árinu 2009.,"2,7% árið á undan. Málaflokkurinn nær meðal annars yfir lögreglu,",2.7,2009,nan,0.0027
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,og Landhelgisgæsluna.,"Menningar, íþrótta- og trúmál. Gjöldin námu 18.821 millj. kr. á",18821.0,2009,nan,18.821
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,og Landhelgisgæsluna.,"árinu 2009, hækkuðu um 1.486 millj. kr. frá fyrra ári. Hækkunin er",1486.0,2009,nan,1.486
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,og Landhelgisgæsluna.,"8,6% eða lækkun um 3,1% að raungildi. Hlutdeild þessa málaflokks",3.1,2009,nan,0.0031
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,og Landhelgisgæsluna.,"nam 3,3% af gjöldum ríkissjóðs á árinu 2009 samanborið við 2,5%",2.5,2009,nan,0.0025
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,og Landhelgisgæsluna.,"28,5% af gjöldum þessa málaflokk og til Ríkisútvarpsins 22,0%.",22.0,2009,nan,0.022
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"Menntamál. Gjöldin námu 45.679 milli. kr. á árinu 2009, hækkuðu",45679.0,2009,nan,45.679
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"um 3.252 millj. kr. á milli ára. Hækkunin nemur 7,7% eða lækkun",7.7,2009,nan,0.0077
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"um 3,9% að raungildi. Hlutdeild menntamála nam 7,9% af gjöldum",7.9,2009,nan,0.0079
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"ríkissjóðs á árinu 2009 samanborið við 6,2% árið á undan. Framlög",6.2,2009,nan,0.0062
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"til háskólastigsins námu 50,9% af gjöldum til menntamála og",50.9,2009,nan,0.0509
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"40,3% til framhaldsskólanna",40.3,2009,nan,0.040299999999999996
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"Umhverfisvernd. Gjöldin námu 4.836 millj. kr. á árinu 2009,",4836.0,2009,nan,4.836
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"hækkuðu um 223 milli. kr. frá árinu á undan. Hækkunin er 4,8%",4.8,2009,nan,0.0048
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"eða lækkun um 6,4% að raungildi. Hlutdeild þessa málaflokks nam",6.4,2009,nan,0.0064
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"0,8% af gjöldum ríkissjóðs á árinu 2009 og samanborið við 0,7%",0.7,2009,nan,0.0007
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"73,8% af gjöldum málaflokksins.",73.8,2009,nan,0.07379999999999999
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,Varnarmál. Gjöld íslenska ríkisins til þessa málaflokks námu 1.706,1706.0,2009,nan,1.706
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"millj. kr. á árinu 2009, lækkuðu um 277 millj. kr. frá fyrra ári eða",277.0,2009,nan,0.277
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"um 23,2% að raungildi. Hlutdeild þessa málaflokks nam 0,3% af",0.3,2009,nan,0.0003
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"eða 62,8% og framlög til friðargæslu 35,9%.",35.9,2009,nan,0.0359
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,þessi gjöld 36.143 milli. kr. samanborið við 246.972 millj. kr. árið,246972.0,2009,nan,246.972
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,"6,2% á árinu 2009 en árið 2008 voru þau 35,9%. Lækkun á milli",35.9,2009,nan,0.0359
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,ára nam 210.829 millj. kr. og skýrist að stærstum hluta af áföllum,210829.0,2009,nan,210.829
Rekstrarreikningur sýnir allar tekjur viðkomandi ráðuneytis eða,menningar- og listastofnana.,tapaðar kröfur að fjárhæð 192.226 millj. kr. Aðrir liðir undir,192226.0,2009,nan,192.226
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,ráðuneyta voru lægri. Loks nam fjármagnskostnaður 84.342 millj. kr.,84342.0,2009,nan,84.342
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"eða 14,6% af gjöldum ríkissjóðs á árinu 2009.",14.6,2009,nan,0.0146
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"Heildarfjárheimildir gjalda námu 590.285 millj. kr. á árinu 2009,",590285.0,2009,nan,590.285
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"þar af voru fjárheimildir samkvæmt fjárlögum 555.641 millj. kr.,",555641.0,2009,nan,555.641
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,fjáraukalögum 12.979 milli. kr. og fluttar fjárheimildir frá árinu,12979.0,2009,nan,12.979
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,2008 námu alls 21.665 milli. kr. (séryfirlit 5).,5.0,2009,nan,0.005
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,Heildargjöld ríkissjóðs á árinu 2009 að fjárhæð 578.780 millj. kr.,578780.0,2009,nan,578.78
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"voru því 11.505 milli. kr. eða 1,9% undir heildarfjárheimildum",1.9,2009,nan,0.0019
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,ársins. Þau frávik koma fram sundurliðuð í séryfirliti 2. Af,2.0,2009,nan,0.002
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"má nefna afskriftir skattkrafna um 17.551 millj. kr., Landspítala um",17551.0,2009,nan,17.551
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"2.976 millj. kr., sjúkratryggingar um 1.839 millj. kr., niðurfærsla",1839.0,2009,nan,1.839
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,eignarhluta og hlutafjár um 1.190 millj. kr. og ríkisábyrgðir um,1190.0,2009,nan,1.19
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,1.121 millj. kr. Stærstu liðir þar sem fjárheimildir reyndust umfram,1121.0,2009,nan,1.121
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"gjöld voru fjármagnsgjöld um 5.073 millj. kr., lífeyrisskuldbindingar",5073.0,2009,nan,5.073
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"um 4.720 millj. kr., framlög til samgönguverkefna um 3.631 millj.",3631.0,2009,nan,3.631
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"kr., Ofanflóðasjóðs um 1.435 millj. kr., lífeyristrygginga 1.115 millj.",1115.0,2009,nan,1.115
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,kr. og öldrunarstofnana 1.056 milli. kr.,1056.0,2009,nan,1.056
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"rekstrargjöld án vaxta námu 35,6%, fjármagnskostnaður 14,6%,",14.6,2009,nan,0.0146
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"rekstrar- og neyslutilfærslur 41,7%, viðhaldsframkvæmdir 1,5%,",1.5,2009,nan,0.0015
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,"stofnkostnaður 5,4% og fjármagnstilfærslur 1,2%",1.2,2009,nan,0.0012
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",,=== PAGE 50 ===,50.0,2009,nan,0.05
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Rekstrargjöld 290.638 268.175 22.463 84 307.605,307605.0,2009,nan,307.605
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Laun 118.959 117.440 1.520 13 121.768,121768.0,2009,nan,121.768
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Lífeyrisskuldbindingar 1.355 41.544 -40.190 -96,7 5.151",5151.0,2009,nan,5.151
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Fjármagnstekjuskattur 4.655 2.723 1.932 71,0 4.268",4268.0,2009,nan,4.268
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Önnur gjöld 121.108 110.668 10.441 9,4 119.593",119593.0,2009,nan,119.593
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Sértekjur stofnana -39.782 -39.696 -86 0,2 -32.591",32591.0,2009,nan,32.591
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Rekstrargjöld án fjármagnskostnaðar alls 206.296 232.679 -26.383 -11,3 218.190",218190.0,2009,nan,218.19
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Fjármagnskostnaður 84.342 35.496 48.846 89.415,89415.0,2009,nan,89.415
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Rekstrar- og neyslutilfærslur 241.324 186.982 54.342 29,1 228.121",228121.0,2009,nan,228.121
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Lífeyristryggingar 46.297 43.610 2.687 6,2 48.910",48910.0,2009,nan,48.91
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Sjúkratryggingar 25.990 22.158 3.832 17,3 25.576",25576.0,2009,nan,25.576
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Bætur samkvæmt lögum um félagslega aðstoð 9.603 7.902 1.701 21,5 10.545",10545.0,2009,nan,10.545
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Atvinnuleysistryggingasjóður 25.538 4.879 20.659 A 25.674,25674.0,2009,nan,25.674
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Fæðingarorlof 10.274 9.539 736 77 10.459,10459.0,2009,nan,10.459
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Barnabætur 10.085 8.875 1.209 13,6 10.520",10520.0,2009,nan,10.52
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Vaxtabætur 10.429 7.013 3.416 48,7 10.100",10100.0,2009,nan,10.1
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Framlag í Jöfnunarsjóð sveitarfélaga 11.802 12.394 -593 -4,8 11.800",11800.0,2009,nan,11.8
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Greiðslur vegna búvöruframleiðslu 10.746 10.451 295 28 10.830,10830.0,2009,nan,10.83
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Lánasjóður íslenskra námsmanna 6.820 5.768 1.052 18,2 7.300",7300.0,2009,nan,7.3
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Ríkisútvarpið 3.575 3.173 402 12,7 3.515",3515.0,2009,nan,3.515
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Sóknargjöld 2.216 2.289 73 -3,2 2211",3.2,2009,nan,0.0032
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Afskriftir skattkrafna 29.996 12.270 17.726 H 10.000,10000.0,2009,nan,10.0
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Aðrar rekstrar- og neyslutilfærslur 37.954 36.662 1.292 35 40.682,40682.0,2009,nan,40.682
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Viðhald 8.408 7.029 1.378 19,6 9.252",9252.0,2009,nan,9.252
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Vegagerð 4.760 3.463 1.297 37,4 5.196",5196.0,2009,nan,5.196
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Annað 3.648 3.566 81 23 4.055,4055.0,2009,nan,4.055
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Stofnkostnaður 31.354 26.594 4.760 17,9 36.749",36749.0,2009,nan,36.749
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Vegagerð 15.405 18.114 -2.709 -15,0 18.991",18991.0,2009,nan,18.991
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Landhelgissjóður 4.509 2.103 2.406 3.516,3516.0,2009,nan,3.516
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Ríkisábyrgðir 3.505 41 3.464 A 2.384,2384.0,2009,nan,2.384
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Skólar 1.557 1.224 332 27,2 1.155",1155.0,2009,nan,1.155
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Sjúkrahús og heilsugæslustöðvar 1.120 1.488 -367 -24,7 1.142",1142.0,2009,nan,1.142
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Hafnamál 1.561 26 1.535 A 1.672,1672.0,2009,nan,1.672
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Flugvellir 902 1.297 -395 -30,5 1.086",1086.0,2009,nan,1.086
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Annað 2.794 2.300 494 21,5 6.803",6803.0,2009,nan,6.803
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Fjármagnstilfærslur 7.056 199.082 -192.025 -96,5 8.557",8557.0,2009,nan,8.557
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,Leiguíbúðir 1.100 1.100 - - 1.100,1100.0,2009,nan,1.1
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Framkvæmdasjóður aldraðra 1.087 634 453 71,5 1.085",1085.0,2009,nan,1.085
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Hafnamál 645 1.391 -746 -53,6 753",753.0,2009,nan,0.753
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Tapaðar kröfur 2 192.185 -192.185 -100,0 2",2.0,2009,nan,0.002
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Annað 4.224 3.772 453 12,0 5.619",5619.0,2009,nan,5.619
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,"Gjöld samtals 578.780 687.862 -109.082 -15,9 590.285",590285.0,2009,nan,590.285
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,49,49.0,2009,nan,0.049
"og landbúnaðarráðuneyti 18.985 milli. kr. eða 3,3%. Gjöld annarra",Hagræn sundurliðun gjalda,=== PAGE 51 ===,51.0,2009,nan,0.051
